"Step","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score__MAX","Name: ProdTD3HCnoLN - d4rl_normalized_score","Name: ProdTD3HCnoLN - d4rl_normalized_score__MIN","Name: ProdTD3HCnoLN - d4rl_normalized_score__MAX","Name: ProdTD3HC - d4rl_normalized_score","Name: ProdTD3HC - d4rl_normalized_score__MIN","Name: ProdTD3HC - d4rl_normalized_score__MAX"
"1000","-1.9237231170190467","-2.581862755257963","-1.2655834787801306","-2.0114742960228704","-2.206310810582285","-1.8166377814634556","-2.14856753319163","-4.738871804045506","2.702191727019151","0.08134340240214548","-2.2780535897593523","1.780098829373778"
"2000","-1.92266251981354","-2.5845615850642156","-1.2607634545628643","-1.854501164472895","-2.3766570346082085","-1.3323452943375815","-2.7889263054567786","-3.445315843774186","-2.4421532911260124","0.5825069540415346","-0.32937279432678385","1.115327592072787"
"3000","-1.9388273493293515","-2.5856583680295904","-1.2919963306291127","-1.811451047403298","-2.0889040515430097","-1.5339980432635862","-1.6898428110567332","-2.572328087282672","-1.0968335988876012","0.8809436723458073","-0.41834733116566086","2.2083820975842623"
"4000","-1.53331460810444","-1.7354402745985444","-1.3311889416103353","-2.1157607753421663","-2.5005484660353416","-1.7309730846489912","-1.612668236947141","-2.261638306148163","-1.0634315631988938","2.2629288372903735","0.7636651518967978","4.248942483626809"
"5000","-1.9112590766970503","-1.915734830492691","-1.9067833229014095","-2.1462243155166467","-2.1881261787425372","-2.104322452290756","-1.7734644522137575","-2.0329101983593145","-1.6101314308256638","4.161187701982537","0.8636469085734233","6.03054931331124"
"6000","-2.4222064044438927","-3.016115170486501","-1.828297638401284","-2.1377511513869845","-2.4300086093079187","-1.8454936934660504","-1.9772134657248115","-2.4800986100429063","-1.7028008016027243","3.258959133885044","-0.4984386217367554","5.446714023493974"
"7000","-2.130053097994936","-2.4596584448502488","-1.8004477511396229","-1.8177024281425118","-2.2560897396122255","-1.3793151166727982","-2.2026675993488745","-2.5982898277030855","-1.8993726055007507","6.769161469343786","3.8775085684132105","11.047675728382501"
"8000","-1.4705271877352575","-2.0935579648342415","-0.8474964106362735","-3.688267654304843","-4.601860731918337","-2.7746745766913494","-2.531000576288003","-4.259482964484176","-1.020482423174885","12.552490498275796","10.547379573040319","14.53565972159471"
"9000","-1.3497938702779522","-2.433993902824068","-0.26559383773183626","-2.7073054078411767","-3.4059739568454837","-2.0086368588368693","-1.4336759087701985","-1.5439934449433448","-1.3669595936687655","10.8146633611068","4.9186672285885145","16.92504179193239"
"10000","-2.0068875152941805","-2.0602642880117155","-1.9535107425766456","-2.360721337633583","-2.4332768838855707","-2.288165791381595","-0.7903390054675169","-1.4094786883744934","-0.13904369629421154","18.29850804345851","1.1596195295489276","28.326412392538813"
"11000","-2.100279419625749","-2.8320883772432386","-1.3684704620082593","-2.3260223427364712","-3.799763951331616","-0.8522807341413265","-1.0847244564843441","-1.54070506586241","-0.5135267388673989","18.439707699556767","10.495568110207751","25.73717111453371"
"12000","-1.4503193464560802","-1.454492009415274","-1.4461466834968861","-2.1271497484538955","-2.241275654279358","-2.0130238426284324","-1.885226166212705","-3.803220996571239","-0.4445230752242688","25.800381831295834","16.600694996847558","38.6517138959249"
"13000","-1.6635490449197534","-1.721250761176715","-1.605847328662792","2.8348614932103766","1.388760151007451","4.280962835413303","-1.7234146298417574","-2.5480943199914603","-0.9158721776819687","27.561434115838313","21.345991610868648","34.51723809775786"
"14000","-1.593780124004939","-1.7511525082036228","-1.436407739806255","4.8137496654379355","1.0030499339560839","8.624449396919788","-1.7557289268268876","-3.9285101379148646","0.17024382765370602","35.333005788661076","32.618259829830784","38.99481824527156"
"15000","-1.409093385426978","-1.516566102859003","-1.3016206679949531","1.6168754881136773","-0.19313118876785068","3.4268821649952055","-1.2327169826586066","-3.9179487912980906","0.9574572949496102","37.86145985604603","35.02893954366449","42.21949616769183"
"16000","-1.3106961219909568","-1.6837154911384287","-0.9376767528434847","12.369651921744012","11.415806528164843","13.323497315323182","-0.963229280655665","-1.0751367020063056","-0.8649951019353653","40.50577683521024","39.639815830560096","41.202593589375056"
"17000","-1.2465157849013835","-1.7039153486126013","-0.7891162211901658","10.151909174466754","5.234679119863315","15.069139229070192","0.05045197533672182","-0.6206251582945215","0.7849268772605177","39.45506915488107","35.72938819946366","43.857773273798614"
"18000","-1.3548080670626406","-1.611388357091819","-1.0982277770334619","18.489617929511873","16.453906586471117","20.525329272552632","1.3681105482949014","0.8210447429497657","1.96909197848836","37.28919678363541","32.231067246596474","40.39343951258373"
"19000","-0.41676886486313847","-0.6255360942136048","-0.20800163551267212","11.428473056022721","10.439358066138906","12.417588045906538","3.318129384771295","1.6941104977590087","6.379338291046964","42.18193869452958","37.613487348953996","45.674597747775294"
"20000","-0.32400639212421534","-1.7618074829115176","1.113794698663087","21.642190913071538","19.72064456097979","23.56373726516329","1.6063828258053932","0.31767522044336116","2.458595832462266","44.05459470392651","40.52442050225099","46.06620675999815"
"21000","-0.2962831073367611","-1.831014533396849","1.2384483187233268","24.83928596494883","23.66833096160386","26.0102409682938","7.3098595992628015","5.173994684454191","8.775198178937478","43.17977476241027","41.151129248000814","45.38889352097406"
"22000","-0.18239797044810868","-0.7779609448229083","0.413165003926691","27.628233985772585","27.36404637789707","27.892421593648102","6.6901569609514135","3.4224351468394554","8.972482913170667","43.92255527371091","43.2329736553899","45.266892830424624"
"23000","-1.0779500256702685","-1.9538791194059903","-0.20202093193454693","19.675059971037484","18.55037360998166","20.79974633209331","7.805542946657316","6.165342809107726","8.801437273185268","41.783987303939455","40.68515359676659","42.998018496177956"
"24000","-0.8435976866533613","-0.9444971510200026","-0.74269822228672","32.53344224130172","27.945676205511294","37.12120827709215","10.397719861114055","6.0125872569428305","15.390696347502034","44.055001615345894","41.474480416797356","46.34687582804624"
"25000","0.3523250244929542","0.020849761699975176","0.6838002872859332","31.544873893140252","27.814786258852635","35.27496152742787","9.315992115164095","7.348619406715205","10.943209296303156","44.56410537950396","42.9943706579721","45.378380451191866"
"26000","0.35753136242160444","0.14827207051118338","0.5667906543320255","32.215162085277015","29.258418452693974","35.171905717860064","9.26380863763491","5.963733202256112","11.098269876118769","45.35164477694567","45.0439504406795","45.73441784093551"
"27000","2.492630346496362","0.9443521540960342","4.04090853889669","35.94376837077415","28.18531236085477","43.702224380693536","9.456460941232102","7.633250507137808","10.542096176380955","43.83210691876013","41.4004497026144","45.70270902534265"
"28000","1.852647760210819","1.0410011742138645","2.6642943462077735","34.24669131829409","30.0414555643835","38.451927072204676","13.193493412987307","11.016524610099587","15.702859424684176","45.393387573158066","44.81957202180027","46.18456024504661"
"29000","7.163888396787967","5.189408813600286","9.138367979975648","35.92709344653018","33.75868205537694","38.09550483768342","13.473791964529605","9.54079507164813","18.043782934431775","45.63044144978554","44.983562016726","46.14393137867863"
"30000","5.717545536129174","5.451535922511776","5.9835551497465715","36.43620027404437","28.73455151185786","44.13784903623087","12.414012738556258","10.96680061961823","13.658622579012675","45.368593299896396","45.15725979924864","45.650125717420984"
"31000","7.025095786813523","6.439556707240926","7.610634866386119","35.06336789431911","27.015936102862604","43.11079968577561","12.219377860864634","8.577214714019483","15.88544464887679","45.53614448578602","45.41564900579584","45.735722937944786"
"32000","6.690105247590554","4.61798548702539","8.762225008155719","40.8494530869626","38.79138758639978","42.90751858752541","15.72584268442744","12.549746110306504","19.067381629261728","42.769375651886925","36.90767398243756","45.70976922467104"
"33000","8.79286824597835","7.2749781707688905","10.310758321187809","39.457872194499586","35.363607753124775","43.552136635874405","15.298471619277656","11.754566512359755","21.805687005806718","45.47330420221181","45.13407659455066","45.86446432818914"
"34000","14.274691262980204","11.966642162392986","16.58274036356742","38.74431088327547","35.89632374250801","41.592298024042925","12.925386612931979","10.402436588549248","15.896336317537282","45.31840090795847","44.746094257807215","46.12049617661617"
"35000","10.156979939854903","10.093949301992112","10.220010577717696","41.96568519861708","38.6291714400965","45.30219895713767","19.26488745728012","14.48411401743662","28.53483730813884","45.78675150433705","45.35354439833676","46.09099067252138"
"36000","15.253212266425574","12.076769778901257","18.429654753949894","44.411055513063985","43.69812180097094","45.12398922515704","12.752434495063985","8.947166076701354","17.997555990375417","45.73724262568834","44.73538978338127","46.25759551276866"
"37000","13.084782190276176","8.631956345801209","17.53760803475114","37.643136483914965","34.23788848078162","41.04838448704831","20.44718535746726","18.861492753647287","22.572847844919878","45.43521021103832","44.93824631879568","46.12996531926864"
"38000","15.00983036755157","14.333043254135214","15.686617480967927","42.25122615955259","40.221452175254534","44.28100014385064","14.395926924970103","6.901051469082595","19.477375634283298","46.05750288411443","45.76106711250113","46.46654347820863"
"39000","14.41873191288995","12.29008303563877","16.54738079014113","44.4088532873908","43.88337359227567","44.93433298250592","25.19113294031419","18.562205807697026","29.135528812192867","45.24845469545054","44.74704712361315","45.94832726338251"
"40000","14.170501340628967","14.134954930363294","14.20604775089464","44.82294138131475","43.83441770037532","45.811465062254186","22.599442543277153","20.349176686301206","23.80948433411868","46.07327501200112","45.919733729971895","46.328028463403854"
"41000","20.962095326064365","19.43780504495038","22.486385607178345","41.64583982607864","37.74624347127382","45.545436180883456","28.846113611564732","22.93527775060967","37.18583536559106","46.03843705310127","45.44725221675156","46.42109968101806"
"42000","13.90923180470217","11.789838086182286","16.028625523222054","45.73904136517383","45.716302693935056","45.7617800364126","26.9223460902687","24.352047458647156","31.203851126164885","45.86233428223378","45.780309074645984","45.96537192220423"
"43000","21.916875705837008","14.112995515704455","29.720755895969564","43.288495398513504","41.687204877494516","44.8897859195325","26.57396888984566","21.150097455839468","29.914615938285888","45.82629612206687","45.51904291352616","46.16662946238562"
"44000","22.19857421417594","17.480921376559657","26.916227051792223","42.585799038864224","38.72521306592589","46.446385011802555","25.833483659885292","24.120969898829138","28.648509737908274","45.79587338667693","45.28205540403279","46.29275675221481"
"45000","22.060554760366163","20.33084591734656","23.790263603385764","44.37076948345968","43.02963960650706","45.71189936041231","23.19799413328281","19.354291844203505","28.790743820704545","45.908905504661085","45.44969557762104","46.39417323422266"
"46000","17.3942683639374","16.290152024206346","18.498384703668453","43.03480935968953","40.53896306029955","45.530655659079514","36.08127360117277","35.07113812437041","38.091834359562235","45.80058324362267","45.35458259310196","46.52705171337443"
"47000","16.294198717831232","12.001439387567494","20.58695804809497","42.20044717959233","40.76056233266705","43.640332026517605","28.719531275466398","23.595409040933603","33.23949779942029","45.427804236789626","45.25582304821423","45.759684489142636"
"48000","18.314269345365062","15.466914654657407","21.16162403607272","40.17612730175358","35.74873598301573","44.60351862049143","23.585041634819508","15.620838749657162","38.37189830743141","45.465193123670794","45.15323454566844","45.65511923609941"
"49000","28.71704083668688","26.502718958297223","30.93136271507654","44.47028113813147","43.865230439706224","45.07533183655671","30.822363678806823","18.323270203220357","40.796129373774484","45.73194654561917","45.59754727398523","45.80610018166828"
"50000","15.841478817402958","12.929080656274513","18.753876978531405","45.6935377131408","45.59810346461185","45.78897196166974","42.123016774009784","40.67317189893636","43.47366841375288","45.86560990439836","45.49444332396661","46.35712197416995"
"51000","19.426075457374534","13.811188629675177","25.04096228507389","43.14122770204108","41.18368265165795","45.09877275242421","37.43943627050532","34.94235267944158","42.07015415362366","45.992762716897595","45.60997600103037","46.19590917451706"
"52000","24.709441198600956","15.054413835703318","34.3644685614986","45.477673058874316","45.30851856898192","45.64682754876671","39.28555744236472","36.935504095470826","40.53126296910367","46.116746905447684","45.22228635862597","46.584092359303646"
"53000","18.402455742365625","15.626380227444859","21.178531257286387","46.11377930597071","45.88208405130217","46.34547456063925","42.84451747296887","38.61210010487181","46.14990965383065","45.979784991178086","45.753684208422904","46.24349030545981"
"54000","21.137015971730882","13.545708060227154","28.72832388323461","46.08395621352141","45.97837623160445","46.18953619543837","36.70195725204835","32.859874855730126","42.17393896916829","45.95764011585995","45.358595531656306","46.4922582459029"
"55000","13.439074220783143","10.532366854142879","16.345781587423406","46.137041902394","45.4909268131675","46.7831569916205","39.365377178596404","26.54860572750633","46.101382784426086","46.308499729989684","46.07691279413268","46.59553039006268"
"56000","18.36092498464824","11.183910832949392","25.537939136347088","44.54144244511505","44.419539044142475","44.66334584608762","36.056984165085055","25.588367442325456","43.663918461281845","45.54281688740513","45.05387543194442","46.11349243779222"
"57000","8.744239782503588","7.802520811538212","9.685958753468961","45.99557678867063","45.498982083115195","46.49217149422606","41.0076575812345","38.284544216394","46.13349676335538","45.85489239142592","45.670850280252544","46.05191710920428"
"58000","16.478761823712304","12.55217709565996","20.405346551764644","46.07148006120724","45.723319218135074","46.41964090427941","37.628681338156234","22.836238182053833","45.571761115767636","46.07209931137536","45.943216579612226","46.29633065217059"
"59000","15.086710896098445","10.503274221368466","19.670147570828426","45.68612754238235","45.295863752131616","46.076391332633094","37.38509399162903","28.36472780559817","44.505141734808404","45.8203045649428","45.323550788597515","46.29545788053439"
"60000","11.880245645279025","9.637006510030307","14.123484780527745","46.00834903653375","45.84233963131109","46.17435844175641","35.38176827653759","24.454881916766606","41.77892429024224","46.074581139972416","45.87661644437043","46.39099046375449"
"61000","17.856027208534986","14.321540678224862","21.39051373884511","45.66160274911467","45.51967724180684","45.8035282564225","42.319784449586756","37.935915317659045","47.71655711782208","45.75908726018981","45.14286415318831","46.56427716099103"
"62000","18.77754918456431","15.808937022022802","21.746161347105822","45.557988648129026","45.38720964620037","45.72876765005769","34.4110357641226","29.24314083149202","38.0911323560199","46.48046571422156","46.27013686713442","46.85301303192199"
"63000","19.51726820662938","18.918125456172433","20.11641095708633","45.26186942762483","44.614683441534396","45.90905541371526","41.5153963600543","35.62946576965943","47.51163654544837","46.017739556629294","45.87882317370129","46.12079982405192"
"64000","22.83294851203757","19.196058379859473","26.46983864421567","41.45739996443585","37.21477833280531","45.700021596066385","45.07338682175231","41.056922728699774","47.948626837808725","46.14542765790236","46.009171699932025","46.417231220504355"
"65000","20.03637274175592","16.81252032383502","23.260225159676818","46.72158916701592","46.639968068481735","46.8032102655501","44.49387698876722","40.77983933975557","46.490150667518634","46.11321703540125","45.782349010203845","46.697857122837675"
"66000","24.42879067664277","16.097451813598024","32.76012953968752","46.39501825090376","45.91753469275615","46.872501809051364","42.827628415878905","42.12166524777163","43.28617800756881","46.02824194755584","45.93185618179646","46.146525181868824"
"67000","34.30251102645987","28.97444635019881","39.63057570272092","45.66285283069064","45.661632959134145","45.664072702247125","47.77326312377367","46.605284116555524","49.08804634891492","46.315839169247134","45.877729680887455","46.733092211773716"
"68000","16.796639829607535","9.367888708294016","24.225390950921057","45.34879143843508","43.53703267029287","47.16055020657729","44.46780381721579","42.54274185991682","47.61684823346133","46.020817010700775","45.20388116989703","46.4620882919307"
"69000","38.827612380872935","29.814872801479826","47.84035196026604","46.03490531758922","45.7924953557015","46.27731527947695","47.17718145494636","45.40973451935725","48.362837448515954","46.01304798457884","45.730219483421095","46.18637829735054"
"70000","18.87631296663107","17.342523411396655","20.41010252186548","45.890846350504795","45.80364435029092","45.97804835071867","46.71502897843968","44.475066874429565","48.28919076794732","46.16161975865531","45.64350041836739","46.48544079273607"
"71000","23.487702802956708","19.397880381739682","27.577525224173733","46.3130650387555","45.93640872962964","46.68972134788136","47.387102264844714","45.9072250761525","48.351314473821766","46.03280620482235","45.67825907389847","46.500954055768204"
"72000","29.890841533859067","28.265828135678728","31.515854932039407","46.07794304978134","46.077909951899265","46.077976147663406","46.824313860628386","45.00426058535796","49.24135974337246","46.194505240555564","45.68270787494282","47.11136073394424"
"73000","24.432848313840275","18.443501298449895","30.422195329230657","46.03994119716272","45.87903346789579","46.20084892642964","47.85695234888854","46.96919866101203","48.515691758588616","46.045692050513345","45.66508760185503","46.28250701391122"
"74000","36.017088991170624","28.05002963787481","43.98414834446643","45.81073630418082","45.40577501446906","46.215697593892585","47.57372509611881","46.845858814065224","48.1414392601214","46.35954209347148","45.46680089676053","47.04469881338381"
"75000","38.496033515210314","28.290247850688445","48.70181917973218","44.40956866183748","41.62356237719759","47.195574946477386","46.91604574448994","44.25269809144049","48.739897178225405","46.15660871735935","45.72598093644553","46.74878147680847"
"76000","28.8593072396512","28.568958268368416","29.149656210933987","46.263165937307335","45.768174602526706","46.75815727208797","48.396209362756395","48.215396452338354","48.5279091406354","46.16537643763633","45.68726320120091","46.55787619995082"
"77000","29.368954980785816","27.901411431900748","30.836498529670887","46.14171131773705","45.44949750233223","46.83392513314186","46.78913304285243","43.574113300165884","48.64821122165093","46.31883504118313","46.07545477286853","46.80322038864095"
"78000","42.35328287398603","36.35857993204041","48.347985815931644","46.06402367314898","45.7008670006449","46.42718034565307","47.14684755874305","45.37386702644713","48.0943858542769","45.99710446104774","45.74216310405077","46.20074994954351"
"79000","34.20422437442218","32.08705051128092","36.32139823756345","47.04981742334185","46.69744845686968","47.40218638981403","48.34254453853481","47.504025579781036","48.89075523227872","46.62464272026066","46.273025971644","47.2607589217238"
"80000","29.575044017580545","28.312281230607812","30.837806804553274","46.48272812413741","46.40569863554467","46.55975761273015","45.3224670251445","43.452699511995995","48.04001589549073","46.44572425096985","46.18444283089983","46.92981061349325"
"81000","35.262327692825025","31.56157372523987","38.963081660410175","46.32973759502757","45.93373309753989","46.72574209251523","47.35840982732733","46.31425032204955","47.98193552774549","46.39358319762223","46.143306152804314","46.777157974903346"
"82000","35.23173137980676","29.269944945237885","41.19351781437564","46.43974519482128","46.0120640838922","46.86742630575036","46.82520738559743","43.62499447555424","48.7720402238545","46.561168795531046","46.46480660008082","46.71042417759379"
"83000","35.87788155828244","27.690051347252503","44.06571176931238","46.77433055732125","46.71776557893871","46.83089553570379","48.22338707593508","47.92160986523204","48.39225639086011","46.55411549057859","46.30339237126642","46.71725687354262"
"84000","29.599243913010408","11.02339361019142","48.1750942158294","46.17786759436137","45.87884815566412","46.47688703305863","46.1943353580488","41.448772779597334","49.243225867467686","46.91167252173665","46.16590467252287","47.74134787484266"
"85000","33.27312712809779","28.795779949925976","37.7504743062696","46.22959456687329","46.094990765147784","46.36419836859879","46.83409355579854","43.816493779588875","48.68929195451373","46.14268924748009","45.83563406217085","46.59927380563101"
"86000","36.457447798147335","35.35734152671453","37.55755406958014","46.658585860528135","46.21484817964884","47.10232354140743","48.217733282754125","48.12631179252354","48.30890341169726","46.222187601282435","45.72785038460881","46.64628360049076"
"87000","34.44819487901788","31.432986309329923","37.46340344870584","46.494801963225036","46.33344315994799","46.65616076650208","48.0865730026186","46.86365936127634","49.11417549955262","46.45938274658607","46.28575719498922","46.77569130220124"
"88000","41.08167872494835","34.702915618838055","47.46044183105864","46.332624979015954","45.32715664296247","47.338093315069436","46.03299739791378","44.147705617127606","48.796302782383364","46.417924174653","46.127788727487165","46.567659117807686"
"89000","31.4975273245513","23.545700947039148","39.44935370206345","46.205310837475025","46.15591906508414","46.254702609865916","47.56399013065672","46.69939268688785","48.26695128498755","46.101610152655745","45.891031068674785","46.41882914751022"
"90000","23.529860990177873","20.183444725907087","26.87627725444866","46.62723715675263","46.58740282181936","46.6670714916859","48.38668188772198","47.899397024405","48.705332968890666","46.003666656623075","45.640929690307445","46.21480124040864"
"91000","36.55384595503646","28.702826549401895","44.404865360671025","46.48298393746021","46.05796885282495","46.907999022095474","49.1823920495216","48.69454297965481","50.07641707737505","46.25800001608233","46.154730650943904","46.360182860929115"
"92000","35.62361178952551","34.248021771351404","36.99920180769962","46.6949211644754","46.29263442248362","47.09720790646719","48.7623785997062","48.24409888626617","49.09266945472702","46.20019773204635","45.94401153425529","46.53555399578506"
"93000","27.000486802250105","10.089873289745773","43.911100314754435","46.58250123661573","46.01145184450691","47.153550628724545","48.572759068186706","48.537701845961955","48.59129533355915","46.03765197808289","45.87916422410259","46.27480413471925"
"94000","36.50577237183235","31.545310406154936","41.46623433750976","46.467490539764235","46.09220000915325","46.84278107037522","48.32197649380054","47.593535925813036","48.925652695061814","45.87447597024187","45.51448170391214","46.25822078195379"
"95000","34.77225617933288","31.763985828032194","37.780526530633566","46.53710730800667","45.903370448818734","47.1708441671946","49.01985363042627","48.047906649268164","50.17696160750421","46.40601308061559","45.67351312880815","46.82265520080958"
"96000","43.06872585675906","38.991052307990486","47.14639940552764","46.77544512552012","46.45076547315955","47.100124777880694","48.1853903681577","47.395232904229765","48.84942145536493","46.1396544730525","45.743720869303054","46.48127272191832"
"97000","46.19098696264628","45.86910054606859","46.51287337922397","46.131163288641886","45.596795408585955","46.66553116869782","47.680098355247765","46.473012979763546","48.73432756869673","46.31699236971852","46.07389602283053","46.47942698399075"
